Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Resolution_Duration,Response_Duration,Priority_Score,Performance_Bucket
Resolved,2166,Medium,Phone,Bug report,2nd line support,Heather Urry,2023-05-22 18:21:23,2023-05-24 18:21:23,2023-05-22 18:23:23,2023-05-22 18:22:00.161,Within SLA,2023-05-24 02:44:48.164,Within SLA,,3.0,,Training and Consulting Services,Tier 2,Austria,47.6964719,13.3457347,32.390323333333335,0.0103225,2,Average
In progress,2167,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-05-22 03:46:21,2023-05-23 03:46:21,2023-05-22 03:48:21,2023-05-22 03:47:42.098,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,France,48.864716,2.349014,,0.022527222222222223,1,
Resolved,2168,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,2023-05-22 07:29:34,2023-05-24 07:29:34,2023-05-22 07:31:34,2023-05-22 07:29:56.874,Within SLA,2023-05-23 22:50:45.339,Within SLA,,4.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141,39.35314972222223,0.006353888888888889,2,Slow
Closed,2169,Medium,Email,Purchasing and invoicing,2nd line support,Heather Urry,2023-05-22 12:09:17,2023-05-24 12:09:17,2023-05-22 13:09:17,2023-05-22 13:03:43.624,Within SLA,2023-05-23 05:41:09.433,Within SLA,2023-05-28 06:54:22.059,3.0,4.0,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675,17.531231388888887,0.9073955555555555,2,Average
Resolved,2170,Low,Email,Feature request,1st line support,Sheela Cutten,2023-05-22 10:26:47,2023-05-24 10:26:47,2023-05-22 11:26:47,2023-05-22 11:00:10.982,Within SLA,2023-05-23 22:49:45.231,Within SLA,,8.0,,Other,Tier 1,Spain,39.67337,-4.767726,36.38284194444444,0.5566616666666666,1,Slow
In progress,2171,Low,Email,Bug report,1st line support,Kristos Westoll,2023-05-22 09:23:54,2023-05-24 09:23:54,2023-05-22 10:23:54,2023-05-22 10:18:02.719,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,France,48.864716,2.349014,,0.9024219444444445,1,
Closed,2172,Low,Chat,Other,1st line support,Nicola Wane,2023-05-22 15:13:22,2023-05-23 15:13:22,2023-05-22 15:15:22,2023-05-22 15:14:14.795,Within SLA,2023-05-23 04:29:23.186,Within SLA,2023-05-26 02:02:06.883,4.0,2.0,Custom software development,Tier 1,Italy,43.036776,12.678565,13.266996111111112,0.014665277777777779,1,Fast
Closed,2173,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-05-22 20:37:08,2023-05-24 20:37:08,2023-05-22 21:37:08,2023-05-22 21:21:46.938,Within SLA,2023-05-27 22:37:21.168,SLA Violated,2023-05-29 06:12:47.136,2.0,4.0,Other,Tier 1,Germany,51.165691,10.451526,122.00365777777778,0.7441494444444444,2,Slow
In progress,2174,Medium,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-05-22 01:35:36,2023-05-24 01:35:36,2023-05-22 02:35:36,2023-05-22 02:05:01.994,Within SLA,,SLA Violated,,10.0,,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106,,0.49055388888888884,2,
Closed,2175,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-05-22 04:58:52,2023-05-24 04:58:52,2023-05-22 05:58:52,2023-05-22 05:11:08.677,Within SLA,2023-05-28 07:49:39.981,SLA Violated,2023-05-28 00:51:19.704,2.0,3.0,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,146.8466613888889,0.2046325,1,Slow
Closed,2176,Medium,Chat,Training request,1st line support,Kristos Westoll,2023-05-23 22:40:09,2023-05-24 22:40:09,2023-05-23 22:42:09,2023-05-23 22:40:15.470,Within SLA,2023-05-24 00:35:47.711,Within SLA,2023-05-30 01:50:59.629,6.0,2.0,Training and Consulting Services,Tier 1,France,48.864716,2.349014,1.9274197222222222,0.0017972222222222222,2,Fast
Closed,2177,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-05-23 05:53:45,2023-05-24 05:53:45,2023-05-23 05:55:45,2023-05-23 05:55:37.983,Within SLA,2023-05-23 09:42:37.108,Within SLA,2023-05-27 07:39:39.441,8.0,3.0,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,3.8144744444444445,0.031384166666666664,2,Fast
Closed,2178,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-05-23 00:49:48,2023-05-25 00:49:48,2023-05-23 01:49:48,2023-05-23 06:19:20.063,SLA Violated,2023-05-23 02:38:22.573,Within SLA,2023-05-26 21:17:43.611,5.0,4.0,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,1.8096036111111111,5.492239722222222,1,Fast
Closed,2179,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-05-23 11:32:40,2023-05-25 11:32:40,2023-05-23 12:32:40,2023-05-23 12:30:20.067,Within SLA,2023-05-25 01:58:51.425,Within SLA,2023-05-25 19:30:42.427,1.0,5.0,Other,Tier 1,Germany,51.165691,10.451526,38.43650694444444,0.9611297222222223,2,Slow
Closed,2180,High,Email,Product setup,1st line support,Sheela Cutten,2023-05-23 06:23:44,2023-05-25 06:23:44,2023-05-23 07:23:44,2023-05-23 07:17:06.855,Within SLA,2023-05-23 07:57:24.631,Within SLA,2023-05-26 19:57:12.185,6.0,3.0,Custom software development,Tier 1,Germany,51.165691,10.451526,1.561286388888889,0.8896819444444445,3,Fast
In progress,2183,Medium,Email,Feature request,2nd line support,Michele Whyatt,2023-05-23 02:47:45,2023-05-25 02:47:45,2023-05-23 03:47:45,2023-05-23 03:39:33.400,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 2,Republic of Ireland,53.094024,-8.019675,,0.8634444444444445,2,
Resolved,2184,High,Email,Product setup,1st line support,Bernard Beckley,2023-05-24 03:30:28,2023-05-26 03:30:28,2023-05-24 04:30:28,2023-05-24 03:50:07.481,Within SLA,2023-05-25 07:54:57.901,Within SLA,,9.0,,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039,28.408305833333333,0.3276336111111111,3,Average
Resolved,2185,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-05-24 07:40:10,2023-05-25 07:40:10,2023-05-24 07:42:10,2023-05-24 07:41:41.666,Within SLA,2023-05-25 14:51:04.298,SLA Violated,,4.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639,31.181749444444442,0.02546277777777778,1,Average
In progress,2186,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-05-24 21:59:19,2023-05-25 21:59:19,2023-05-24 22:01:19,2023-05-24 21:59:22.990,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106,,0.0011083333333333333,1,
Closed,2188,High,Chat,Product setup,1st line support,Connor Danielovitch,2023-05-24 22:52:47,2023-05-25 22:52:47,2023-05-24 22:54:47,2023-05-24 22:52:47.112,Within SLA,2023-05-24 23:10:35.102,Within SLA,2023-05-30 19:17:18.764,3.0,3.0,Other,Tier 1,Germany,51.165691,10.451526,0.29669500000000004,3.111111111111111e-05,3,Fast
Closed,2189,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-05-24 13:25:23,2023-05-25 13:25:23,2023-05-24 13:27:23,2023-05-24 13:26:57.213,Within SLA,2023-05-24 21:15:35.756,Within SLA,2023-05-30 00:06:24.941,4.0,2.0,Ready to use Software,Tier 1,Greece,39.368279,21.863141,7.836876666666667,0.026170277777777775,1,Fast
Closed,2190,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-05-24 01:25:21,2023-05-26 01:25:21,2023-05-24 02:25:21,2023-05-24 02:09:38.955,Within SLA,2023-05-25 21:42:39.849,Within SLA,2023-05-25 15:58:34.677,2.0,1.0,Other,Tier 1,Italy,43.036776,12.678565,44.28856916666666,0.7383208333333333,1,Slow
Resolved,2192,High,Email,Feature request,1st line support,Nicola Wane,2023-05-24 00:06:54,2023-05-26 00:06:54,2023-05-24 01:06:54,2023-05-24 00:10:27.276,Within SLA,2023-05-25 18:50:48.345,Within SLA,,10.0,,Custom software development,Tier 1,Poland,52.536273,19.050639,42.7317625,0.059243333333333335,3,Slow
Closed,2193,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-05-24 05:42:39,2023-05-25 05:42:39,2023-05-24 05:44:39,2023-05-24 05:44:43.215,SLA Violated,2023-05-24 21:37:40.275,Within SLA,2023-05-29 18:48:13.192,4.0,2.0,Other,Tier 1,Czech Republic,49.8037633,15.4749126,15.917020833333334,0.03450416666666667,2,Average
Resolved,2194,Medium,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-05-25 00:10:39,2023-05-26 00:10:39,2023-05-25 00:12:39,2023-05-25 00:12:31.283,Within SLA,2023-05-25 04:12:14.273,Within SLA,,60.0,,Custom software development,Tier 2,Spain,39.67337,-4.767726,4.026464722222222,0.031189722222222223,2,Fast
Closed,2195,Low,Email,Feature request,1st line support,Bernard Beckley,2023-05-25 03:02:20,2023-05-27 03:02:20,2023-05-25 04:02:20,2023-05-25 03:44:37.942,Within SLA,2023-05-25 22:02:16.697,Within SLA,2023-05-30 01:50:52.452,2.0,5.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,18.9990825,0.7049838888888889,1,Average
In progress,2196,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-05-25 16:37:26,2023-05-26 16:37:26,2023-05-25 16:39:26,2023-05-25 16:37:51.868,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526,,0.007185555555555555,1,
Resolved,2197,Low,Chat,Bug report,1st line support,Bernard Beckley,2023-05-25 23:58:35,2023-05-26 23:58:35,2023-05-26 00:00:35,2023-05-26 00:00:12.187,Within SLA,2023-05-26 10:27:20.952,Within SLA,,4.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,10.47943111111111,0.02699638888888889,1,Fast
In progress,2198,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-05-25 05:26:04,2023-05-27 05:26:04,2023-05-25 06:26:04,2023-05-25 08:24:28.211,SLA Violated,,SLA Violated,,7.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,,2.9733919444444443,1,
Closed,2199,High,Phone,Feature request,1st line support,Sheela Cutten,2023-05-25 14:47:02,2023-05-27 14:47:02,2023-05-25 14:49:02,2023-05-25 14:50:42.390,SLA Violated,2023-05-26 03:27:56.504,Within SLA,2023-05-28 10:22:53.251,6.0,4.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639,12.681806666666667,0.06121944444444444,3,Fast
Resolved,2200,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-05-25 20:08:06,2023-05-26 20:08:06,2023-05-25 20:10:06,2023-05-25 20:10:26.647,SLA Violated,2023-05-26 02:36:17.761,Within SLA,,4.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347,6.46993361111111,0.03906861111111111,1,Fast
Closed,2201,High,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-05-25 13:55:06,2023-05-26 13:55:06,2023-05-25 13:57:06,2023-05-25 13:55:55.591,Within SLA,2023-05-26 05:14:41.304,Within SLA,2023-05-30 19:42:59.030,3.0,3.0,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039,15.326473333333333,0.013775277777777779,3,Average
Closed,2202,Low,Email,Product setup,1st line support,Kristos Westoll,2023-05-25 17:33:19,2023-05-27 17:33:19,2023-05-25 18:33:19,2023-05-25 18:00:21.840,Within SLA,2023-05-25 18:22:48.338,Within SLA,2023-05-29 14:15:35.291,1.0,3.0,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,0.8248161111111112,0.45078888888888885,1,Fast
Resolved,2203,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-05-25 13:52:26,2023-05-27 13:52:26,2023-05-25 14:52:26,2023-05-25 14:11:02.838,Within SLA,2023-05-26 01:29:28.221,Within SLA,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,11.61728361111111,0.31023277777777775,2,Fast
Resolved,2204,Low,Email,Product setup,1st line support,Sheela Cutten,2023-05-26 18:49:22,2023-05-28 18:49:22,2023-05-26 19:49:22,2023-05-26 18:51:57.383,Within SLA,2023-05-27 12:36:41.504,Within SLA,,1.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,17.78875111111111,0.04316194444444445,1,Average
Closed,2205,Medium,Email,Feature request,2nd line support,Michele Whyatt,2023-05-26 21:16:25,2023-05-28 21:16:25,2023-05-26 22:16:25,2023-05-26 21:49:29.520,Within SLA,2023-05-27 10:17:32.825,Within SLA,2023-05-29 09:39:39.304,9.0,1.0,Other,Tier 2,Greece,39.368279,21.863141,13.018840277777777,0.5512555555555555,2,Fast
Resolved,2206,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-05-26 11:09:54,2023-05-28 11:09:54,2023-05-26 12:09:54,2023-05-26 12:07:46.452,Within SLA,2023-05-28 08:26:58.519,Within SLA,,7.0,,Custom software development,Tier 1,Germany,51.165691,10.451526,45.28458861111111,0.96457,1,Slow
Resolved,2207,Low,Email,Other,1st line support,Nicola Wane,2023-05-26 07:39:45,2023-05-28 07:39:45,2023-05-26 08:39:45,2023-05-26 08:10:48.579,Within SLA,2023-05-27 23:42:35.745,Within SLA,,3.0,,Custom software development,Tier 1,France,48.864716,2.349014,40.04742916666667,0.5176608333333333,1,Slow
Resolved,2208,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-05-26 22:47:11,2023-05-28 22:47:11,2023-05-26 23:47:11,2023-05-26 23:33:11.804,Within SLA,2023-05-27 22:57:10.783,Within SLA,,3.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039,24.166606388888887,0.7668900000000001,2,Average
In progress,2209,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-05-26 16:39:38,2023-05-27 16:39:38,2023-05-26 16:41:38,2023-05-26 16:41:14.637,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639,,0.02684361111111111,1,
Closed,2219,Low,Email,Bug report,1st line support,Kristos Westoll,2023-05-28 18:01:07,2023-05-30 18:01:07,2023-05-28 19:01:07,2023-05-28 18:15:07.409,Within SLA,2023-05-29 21:22:30.456,Within SLA,2023-05-31 22:33:24.235,7.0,2.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639,27.356515555555557,0.23344694444444444,1,Average
Resolved,2220,Low,Email,Feature request,1st line support,Sheela Cutten,2023-05-28 17:35:16,2023-05-30 17:35:16,2023-05-28 18:35:16,2023-05-28 17:44:32.082,Within SLA,2023-05-29 07:33:26.993,Within SLA,,8.0,,Other,Tier 1,Poland,52.536273,19.050639,13.969720277777778,0.15446722222222223,1,Fast
Closed,2221,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-05-28 23:04:13,2023-05-29 23:04:13,2023-05-28 23:06:13,2023-05-28 23:09:13.838,SLA Violated,2023-05-29 18:08:27.546,Within SLA,2023-06-04 15:07:12.234,6.0,4.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639,19.07070722222222,0.08356611111111112,2,Average
Resolved,2222,Low,Email,Bug report,1st line support,Bernard Beckley,2023-05-28 03:21:55,2023-05-30 03:21:55,2023-05-28 04:21:55,2023-05-28 04:15:15.331,Within SLA,2023-06-01 07:08:30.192,SLA Violated,,4.0,,Custom software development,Tier 1,Poland,52.536273,19.050639,99.77644222222222,0.8889808333333333,1,Slow
Closed,2223,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-05-29 15:46:30,2023-05-31 15:46:30,2023-05-29 16:46:30,2023-05-29 20:42:24.989,SLA Violated,2023-06-03 14:50:15.360,SLA Violated,2023-06-04 07:23:00.645,2.0,4.0,Other,Tier 1,Spain,39.67337,-4.767726,119.06259999999999,4.931941388888889,3,Slow
Resolved,2224,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-05-29 00:44:02,2023-05-30 00:44:02,2023-05-29 00:46:02,2023-05-29 00:45:05.146,Within SLA,2023-05-30 03:06:01.537,SLA Violated,,6.0,,Custom software development,Tier 1,Greece,39.368279,21.863141,26.366538055555555,0.017540555555555556,2,Average
Resolved,2225,Low,Chat,Purchasing and invoicing,2nd line support,Heather Urry,2023-05-30 02:42:21,2023-05-31 02:42:21,2023-05-30 02:44:21,2023-05-30 02:44:11.581,Within SLA,2023-05-30 06:31:30.921,Within SLA,,3.0,,Other,Tier 2,Italy,43.036776,12.678565,3.8194225,0.030716944444444446,1,Fast
Resolved,2226,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-05-30 15:57:45,2023-05-31 15:57:45,2023-05-30 15:59:45,2023-05-30 15:57:47.010,Within SLA,2023-05-31 07:34:53.167,Within SLA,,6.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,15.618935277777778,0.0005583333333333333,1,Average
In progress,2227,High,Phone,Pricing and licensing,1st line support,Nicola Wane,2023-05-30 18:33:13,2023-06-01 18:33:13,2023-05-30 18:35:13,2023-05-30 18:33:21.427,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,,0.0023408333333333332,3,
In progress,2228,Medium,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-05-30 08:36:51,2023-05-31 08:36:51,2023-05-30 08:38:51,2023-05-30 08:37:49.841,Within SLA,,SLA Violated,,4.0,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347,,0.016344722222222222,2,
Closed,2229,Medium,Chat,Purchasing and invoicing,2nd line support,Heather Urry,2023-05-30 13:39:34,2023-05-31 13:39:34,2023-05-30 13:41:34,2023-05-30 13:45:14.000,SLA Violated,2023-05-30 22:02:09.417,Within SLA,2023-06-03 14:37:17.792,6.0,5.0,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126,8.376504722222222,0.09444444444444444,2,Fast
In progress,2230,Low,Phone,Purchasing and invoicing,1st line support,Sheela Cutten,2023-05-31 12:33:45,2023-06-02 12:33:45,2023-05-31 12:35:45,2023-05-31 12:34:21.214,Within SLA,,SLA Violated,,1.0,,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347,,0.010059444444444444,1,
Resolved,2231,High,Email,Other,1st line support,Sheela Cutten,2023-05-31 17:08:54,2023-06-02 17:08:54,2023-05-31 18:08:54,2023-05-31 17:44:31.886,Within SLA,2023-06-01 11:31:29.500,Within SLA,,6.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,18.376527777777778,0.5938572222222223,3,Average
Resolved,2232,Low,Email,Product setup,1st line support,Nicola Wane,2023-05-31 22:08:57,2023-06-02 22:08:57,2023-05-31 23:08:57,2023-05-31 22:12:53.178,Within SLA,2023-06-01 21:29:18.731,Within SLA,,5.0,,Custom software development,Tier 1,France,48.864716,2.349014,23.339369722222223,0.065605,1,Average
Resolved,2233,Low,Chat,Product setup,2nd line support,Heather Urry,2023-05-31 09:43:09,2023-06-01 09:43:09,2023-05-31 09:45:09,2023-05-31 09:43:29.966,Within SLA,2023-06-01 04:46:07.551,Within SLA,,4.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526,19.0495975,0.005823888888888889,1,Average
Resolved,2234,Low,Chat,Product setup,2nd line support,Michele Whyatt,2023-05-31 01:43:07,2023-06-01 01:43:07,2023-05-31 01:45:07,2023-05-31 01:43:39.233,Within SLA,2023-05-31 20:29:31.149,Within SLA,,6.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526,18.773374722222222,0.00895361111111111,1,Average
Closed,2235,Low,Chat,Other,2nd line support,Adolpho Messingham,2023-05-31 15:37:38,2023-06-01 15:37:38,2023-05-31 15:39:38,2023-05-31 15:38:26.735,Within SLA,2023-05-31 15:58:20.140,Within SLA,2023-06-07 20:31:06.840,5.0,1.0,Custom software development,Tier 2,Czech Republic,49.8037633,15.4749126,0.3450388888888889,0.0135375,1,Fast
Resolved,2236,Medium,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-05-31 00:42:59,2023-06-02 00:42:59,2023-05-31 00:44:59,2023-05-31 00:44:44.614,Within SLA,2023-05-31 15:33:16.078,Within SLA,,1.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526,14.838077222222223,0.029337222222222223,2,Average
Resolved,2237,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-05-31 05:35:05,2023-06-02 05:35:05,2023-05-31 06:35:05,2023-05-31 06:33:28.500,Within SLA,2023-06-01 13:32:12.919,Within SLA,,2.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141,31.952199722222222,0.9731944444444445,1,Average
In progress,2238,High,Email,Feature request,1st line support,Sheela Cutten,2023-05-31 15:30:07,2023-06-02 15:30:07,2023-05-31 16:30:07,2023-05-31 16:09:25.963,Within SLA,,SLA Violated,,5.0,,Other,Tier 1,France,48.864716,2.349014,,0.6552675,3,
Closed,2239,Low,Chat,Feature request,1st line support,Nicola Wane,2023-05-31 07:51:56,2023-06-01 07:51:56,2023-05-31 07:53:56,2023-05-31 07:56:19.632,SLA Violated,2023-05-31 23:24:24.986,Within SLA,2023-06-07 23:48:01.818,9.0,4.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526,15.541385,0.07323111111111111,1,Average
Resolved,2240,Low,Email,Product setup,1st line support,Bernard Beckley,2023-05-31 18:01:38,2023-06-02 18:01:38,2023-05-31 19:01:38,2023-05-31 18:40:34.972,Within SLA,2023-06-01 10:28:53.104,Within SLA,,1.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,16.454195555555554,0.649158888888889,1,Average
Closed,2241,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-06-01 09:58:22,2023-06-02 09:58:22,2023-06-01 10:00:22,2023-06-01 09:58:30.218,Within SLA,2023-06-01 10:14:23.294,Within SLA,2023-06-08 03:00:23.752,6.0,5.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347,0.26702611111111113,0.0022827777777777777,2,Fast
In progress,2242,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-06-01 06:03:01,2023-06-03 06:03:01,2023-06-01 07:03:01,2023-06-01 06:19:56.960,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639,,0.28221111111111113,1,
Resolved,2243,High,Chat,Feature request,2nd line support,Adolpho Messingham,2023-06-01 07:22:16,2023-06-02 07:22:16,2023-06-01 07:24:16,2023-06-01 07:24:14.102,Within SLA,2023-06-01 15:00:46.308,Within SLA,,4.0,,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126,7.641752222222222,0.03280611111111111,3,Fast
Closed,2244,High,Chat,Feature request,2nd line support,Heather Urry,2023-06-01 23:48:05,2023-06-02 23:48:05,2023-06-01 23:50:05,2023-06-01 23:49:07.844,Within SLA,2023-06-02 18:18:03.994,Within SLA,2023-06-06 07:24:09.657,3.0,3.0,Ready to use Software,Tier 2,Poland,52.536273,19.050639,18.49972055555556,0.017456666666666665,3,Average
In progress,2245,High,Chat,Product setup,1st line support,Bernard Beckley,2023-06-01 17:36:29,2023-06-02 17:36:29,2023-06-01 17:38:29,2023-06-01 17:36:59.945,Within SLA,,SLA Violated,,6.0,,Other,Tier 1,Bulgaria,42.7249925,25.4833039,,0.008595833333333334,3,
In progress,2246,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-06-02 15:45:26,2023-06-03 15:45:26,2023-06-02 15:47:26,2023-06-02 15:47:12.962,Within SLA,,SLA Violated,,4.0,,Other,Tier 1,Slovenia,46.1491664,14.9860106,,0.029711666666666667,1,
Resolved,2247,Low,Phone,Purchasing and invoicing,1st line support,Nicola Wane,2023-06-02 00:48:15,2023-06-04 00:48:15,2023-06-02 00:50:15,2023-06-02 00:49:56.451,Within SLA,2023-06-03 14:05:54.093,Within SLA,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,37.2941925,0.028180833333333332,1,Slow
In progress,2248,Low,Phone,Product setup,2nd line support,Adolpho Messingham,2023-06-02 16:43:08,2023-06-04 16:43:08,2023-06-02 16:45:08,2023-06-02 16:46:46.245,SLA Violated,,SLA Violated,,3.0,,Ready to use Software,Tier 2,Republic of Ireland,53.094024,-8.019675,,0.060623611111111114,1,
Closed,2249,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-06-02 17:57:50,2023-06-03 17:57:50,2023-06-02 17:59:50,2023-06-02 17:57:51.905,Within SLA,2023-06-05 21:53:17.242,SLA Violated,2023-06-06 03:42:17.913,3.0,5.0,Other,Tier 1,Germany,51.165691,10.451526,75.92423388888889,0.0005291666666666667,1,Slow
Closed,2250,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-06-02 03:33:53,2023-06-03 03:33:53,2023-06-02 03:35:53,2023-06-02 03:34:01.670,Within SLA,2023-06-06 09:54:33.874,SLA Violated,2023-06-07 04:57:13.459,3.0,5.0,Custom software development,Tier 1,Italy,43.036776,12.678565,102.34468722222222,0.0024083333333333335,1,Slow
Closed,2251,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-06-02 11:24:06,2023-06-04 11:24:06,2023-06-02 12:24:06,2023-06-02 11:33:05.889,Within SLA,2023-06-04 00:02:10.209,Within SLA,2023-06-07 17:29:48.937,1.0,2.0,Custom software development,Tier 2,Czech Republic,49.8037633,15.4749126,36.6345025,0.14996916666666668,1,Slow
Resolved,2252,Low,Email,Product setup,1st line support,Bernard Beckley,2023-06-03 09:56:16,2023-06-05 09:56:16,2023-06-03 10:56:16,2023-06-03 10:54:22.606,Within SLA,2023-06-05 05:58:07.237,Within SLA,,10.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,44.030899166666664,0.9685016666666667,1,Slow
Closed,2253,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-06-03 10:52:50,2023-06-04 10:52:50,2023-06-03 10:54:50,2023-06-03 10:52:59.250,Within SLA,2023-06-03 12:12:05.978,Within SLA,2023-06-07 23:17:28.213,8.0,4.0,Custom software development,Tier 1,Italy,43.036776,12.678565,1.321105,0.0025694444444444445,2,Fast
Resolved,2254,Low,Chat,Bug report,1st line support,Sheela Cutten,2023-06-03 00:48:39,2023-06-04 00:48:39,2023-06-03 00:50:39,2023-06-03 00:53:21.064,SLA Violated,2023-06-03 13:44:11.298,Within SLA,,4.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,12.925638333333334,0.07835111111111112,1,Fast
Resolved,2255,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-06-03 05:01:48,2023-06-04 05:01:48,2023-06-03 05:03:48,2023-06-03 05:01:50.795,Within SLA,2023-06-04 01:34:16.396,Within SLA,,5.0,,Ready to use Software,Tier 1,France,48.864716,2.349014,20.54122111111111,0.0007763888888888889,1,Average
Closed,2267,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-06-04 05:31:08,2023-06-06 05:31:08,2023-06-04 06:31:08,2023-06-04 05:48:28.262,Within SLA,2023-06-04 12:44:12.290,Within SLA,2023-06-07 16:20:44.286,9.0,5.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,7.217858333333334,0.28896166666666667,1,Fast
